,Start_T,End_T,Start_St_ID,End_St_ID,Dist,Car_ID,Cust_ID
0,19/05/2023 13:19:22,19/05/2023 13:38:37,BSG_11,BSG_12,10540,CAR2,CUST2
1,19/05/2023 13:19:23,19/05/2023 13:53:16,BSG_11,BSG_13,24326,CAR2,CUST2
2,19/05/2023 13:19:24,19/05/2023 13:42:07,BSG_11,BSG_14,16302,CAR2,CUST2
3,19/05/2023 13:19:24,19/05/2023 13:42:18,BSG_11,BSG_15,12058,CAR2,CUST2
4,19/05/2023 13:19:25,19/05/2023 13:43:59,BSG_11,BSG_16,17883,CAR2,CUST2
5,19/05/2023 13:19:26,19/05/2023 13:42:00,BSG_11,BSG_17,16504,CAR2,CUST2
6,19/05/2023 13:19:27,19/05/2023 13:47:11,BSG_11,BSG_18,20918,CAR2,CUST2
7,19/05/2023 13:19:28,19/05/2023 13:39:01,BSG_11,BSG_19,12492,CAR2,CUST2
8,19/05/2023 13:19:29,19/05/2023 13:47:23,BSG_11,BSG_20,20492,CAR2,CUST2
9,19/05/2023 13:19:30,19/05/2023 13:36:14,BSG_12,BSG_11,10115,CAR2,CUST2
10,19/05/2023 13:19:31,19/05/2023 14:00:37,BSG_12,BSG_13,25214,CAR2,CUST2
11,19/05/2023 13:19:32,19/05/2023 13:47:44,BSG_12,BSG_14,19266,CAR2,CUST2
12,19/05/2023 13:19:33,19/05/2023 13:45:24,BSG_12,BSG_15,18535,CAR2,CUST2
13,19/05/2023 13:19:34,19/05/2023 13:48:39,BSG_12,BSG_16,20171,CAR2,CUST2
14,19/05/2023 13:19:35,19/05/2023 13:45:37,BSG_12,BSG_17,18794,CAR2,CUST2
15,19/05/2023 13:19:36,19/05/2023 13:55:08,BSG_12,BSG_18,28860,CAR2,CUST2
16,19/05/2023 13:19:37,19/05/2023 13:46:44,BSG_12,BSG_19,20683,CAR2,CUST2
17,19/05/2023 13:19:38,19/05/2023 13:55:04,BSG_12,BSG_20,23650,CAR2,CUST2
18,19/05/2023 13:19:39,19/05/2023 13:58:53,BSG_13,BSG_11,26816,CAR2,CUST2
19,19/05/2023 13:19:40,19/05/2023 14:02:10,BSG_13,BSG_12,25203,CAR2,CUST2
20,19/05/2023 13:19:41,19/05/2023 13:41:19,BSG_13,BSG_14,12275,CAR2,CUST2
21,19/05/2023 13:19:42,19/05/2023 13:42:38,BSG_13,BSG_15,10770,CAR2,CUST2
22,19/05/2023 13:19:43,19/05/2023 13:41:52,BSG_13,BSG_16,10317,CAR2,CUST2
23,19/05/2023 13:19:44,19/05/2023 13:41:13,BSG_13,BSG_17,12478,CAR2,CUST2
24,19/05/2023 13:19:45,19/05/2023 13:35:08,BSG_13,BSG_18,7023,CAR2,CUST2
25,19/05/2023 13:19:46,19/05/2023 13:48:12,BSG_13,BSG_19,16982,CAR2,CUST2
26,19/05/2023 13:19:47,19/05/2023 13:38:59,BSG_13,BSG_20,9105,CAR2,CUST2
27,19/05/2023 13:19:48,19/05/2023 13:41:51,BSG_14,BSG_11,16057,CAR2,CUST2
28,19/05/2023 13:19:48,19/05/2023 13:46:34,BSG_14,BSG_12,18240,CAR2,CUST2
29,19/05/2023 13:19:49,19/05/2023 13:37:56,BSG_14,BSG_13,10595,CAR2,CUST2
30,19/05/2023 13:19:50,19/05/2023 13:23:48,BSG_14,BSG_15,1506,CAR2,CUST2
31,19/05/2023 13:19:51,19/05/2023 13:24:50,BSG_14,BSG_16,2126,CAR2,CUST2
32,19/05/2023 13:19:52,19/05/2023 13:22:27,BSG_14,BSG_17,867,CAR2,CUST2
33,19/05/2023 13:19:53,19/05/2023 13:31:51,BSG_14,BSG_18,7187,CAR2,CUST2
34,19/05/2023 13:19:54,19/05/2023 13:31:09,BSG_14,BSG_19,6223,CAR2,CUST2
35,19/05/2023 13:19:55,19/05/2023 13:31:24,BSG_14,BSG_20,5624,CAR2,CUST2
36,19/05/2023 13:19:56,19/05/2023 13:41:57,BSG_15,BSG_11,11678,CAR2,CUST2
37,19/05/2023 13:19:57,19/05/2023 13:43:22,BSG_15,BSG_12,17175,CAR2,CUST2
38,19/05/2023 13:19:58,19/05/2023 13:39:18,BSG_15,BSG_13,9101,CAR2,CUST2
39,19/05/2023 13:19:59,19/05/2023 13:23:42,BSG_15,BSG_14,1424,CAR2,CUST2
40,19/05/2023 13:19:59,19/05/2023 13:25:04,BSG_15,BSG_16,2372,CAR2,CUST2
41,19/05/2023 13:20:00,19/05/2023 13:22:11,BSG_15,BSG_17,1011,CAR2,CUST2
42,19/05/2023 13:20:01,19/05/2023 13:32:55,BSG_15,BSG_18,6556,CAR2,CUST2
43,19/05/2023 13:20:02,19/05/2023 13:32:15,BSG_15,BSG_19,6745,CAR2,CUST2
44,19/05/2023 13:20:03,19/05/2023 13:31:38,BSG_15,BSG_20,5870,CAR2,CUST2
45,19/05/2023 13:20:04,19/05/2023 13:42:38,BSG_16,BSG_11,16417,CAR2,CUST2
46,19/05/2023 13:20:05,19/05/2023 13:45:51,BSG_16,BSG_12,18239,CAR2,CUST2
47,19/05/2023 13:20:05,19/05/2023 13:38:22,BSG_16,BSG_13,8481,CAR2,CUST2
48,19/05/2023 13:20:06,19/05/2023 13:23:13,BSG_16,BSG_14,1185,CAR2,CUST2
49,19/05/2023 13:20:07,19/05/2023 13:22:39,BSG_16,BSG_15,1114,CAR2,CUST2
50,19/05/2023 13:20:08,19/05/2023 13:21:12,BSG_16,BSG_17,409,CAR2,CUST2
51,19/05/2023 13:20:09,19/05/2023 13:30:56,BSG_16,BSG_18,5320,CAR2,CUST2
52,19/05/2023 13:20:10,19/05/2023 13:31:55,BSG_16,BSG_19,6583,CAR2,CUST2
53,19/05/2023 13:20:11,19/05/2023 13:29:40,BSG_16,BSG_20,4634,CAR2,CUST2
54,19/05/2023 13:20:12,19/05/2023 13:42:16,BSG_17,BSG_11,16269,CAR2,CUST2
55,19/05/2023 13:20:13,19/05/2023 13:44:42,BSG_17,BSG_12,17815,CAR2,CUST2
56,19/05/2023 13:20:13,19/05/2023 13:38:20,BSG_17,BSG_13,10806,CAR2,CUST2
57,19/05/2023 13:20:14,19/05/2023 13:22:52,BSG_17,BSG_14,1037,CAR2,CUST2
58,19/05/2023 13:20:15,19/05/2023 13:21:43,BSG_17,BSG_15,706,CAR2,CUST2
59,19/05/2023 13:20:16,19/05/2023 13:23:10,BSG_17,BSG_16,1362,CAR2,CUST2
60,19/05/2023 13:20:17,19/05/2023 13:31:01,BSG_17,BSG_18,5545,CAR2,CUST2
61,19/05/2023 13:20:18,19/05/2023 13:31:34,BSG_17,BSG_19,6434,CAR2,CUST2
62,19/05/2023 13:20:19,19/05/2023 13:29:44,BSG_17,BSG_20,4859,CAR2,CUST2
63,19/05/2023 13:20:20,19/05/2023 13:47:27,BSG_18,BSG_11,20853,CAR2,CUST2
64,19/05/2023 13:20:21,19/05/2023 13:55:32,BSG_18,BSG_12,24920,CAR2,CUST2
65,19/05/2023 13:20:22,19/05/2023 13:31:38,BSG_18,BSG_13,5018,CAR2,CUST2
66,19/05/2023 13:20:23,19/05/2023 13:29:53,BSG_18,BSG_14,6312,CAR2,CUST2
67,19/05/2023 13:20:23,19/05/2023 13:31:13,BSG_18,BSG_15,7220,CAR2,CUST2
68,19/05/2023 13:20:24,19/05/2023 13:30:25,BSG_18,BSG_16,5057,CAR2,CUST2
69,19/05/2023 13:20:25,19/05/2023 13:29:47,BSG_18,BSG_17,6514,CAR2,CUST2
70,19/05/2023 13:20:26,19/05/2023 13:36:45,BSG_18,BSG_19,11018,CAR2,CUST2
71,19/05/2023 13:20:27,19/05/2023 13:25:12,BSG_18,BSG_20,2453,CAR2,CUST2
72,19/05/2023 13:20:28,19/05/2023 13:40:31,BSG_19,BSG_11,12701,CAR2,CUST2
73,19/05/2023 13:20:29,19/05/2023 13:49:21,BSG_19,BSG_12,20892,CAR2,CUST2
74,19/05/2023 13:20:30,19/05/2023 13:44:09,BSG_19,BSG_13,14660,CAR2,CUST2
75,19/05/2023 13:20:30,19/05/2023 13:32:59,BSG_19,BSG_14,6636,CAR2,CUST2
76,19/05/2023 13:20:31,19/05/2023 13:33:33,BSG_19,BSG_15,6673,CAR2,CUST2
77,19/05/2023 13:20:32,19/05/2023 13:34:52,BSG_19,BSG_16,8217,CAR2,CUST2
78,19/05/2023 13:20:33,19/05/2023 13:32:53,BSG_19,BSG_17,6838,CAR2,CUST2
79,19/05/2023 13:20:34,19/05/2023 13:38:04,BSG_19,BSG_18,11252,CAR2,CUST2
80,19/05/2023 13:20:35,19/05/2023 13:37:41,BSG_19,BSG_20,8399,CAR2,CUST2
81,19/05/2023 13:20:36,19/05/2023 13:49:02,BSG_20,BSG_11,21539,CAR2,CUST2
82,19/05/2023 13:20:37,19/05/2023 13:55:44,BSG_20,BSG_12,24990,CAR2,CUST2
83,19/05/2023 13:20:38,19/05/2023 13:33:13,BSG_20,BSG_13,5704,CAR2,CUST2
84,19/05/2023 13:20:39,19/05/2023 13:31:28,BSG_20,BSG_14,6998,CAR2,CUST2
85,19/05/2023 13:20:39,19/05/2023 13:32:48,BSG_20,BSG_15,7906,CAR2,CUST2
86,19/05/2023 13:20:40,19/05/2023 13:32:00,BSG_20,BSG_16,5743,CAR2,CUST2
87,19/05/2023 13:20:41,19/05/2023 13:31:22,BSG_20,BSG_17,7200,CAR2,CUST2
88,19/05/2023 13:20:42,19/05/2023 13:22:01,BSG_20,BSG_18,687,CAR2,CUST2
89,19/05/2023 13:20:43,19/05/2023 13:38:21,BSG_20,BSG_19,11705,CAR2,CUST2
90,19/05/2023 13:21:41,19/05/2023 13:49:37,BSG_21,BSG_22,15748,CAR3,CUST3
91,19/05/2023 13:21:42,19/05/2023 13:43:05,BSG_21,BSG_23,13600,CAR3,CUST3
92,19/05/2023 13:21:43,19/05/2023 13:36:01,BSG_21,BSG_24,7310,CAR3,CUST3
93,19/05/2023 13:21:44,19/05/2023 13:37:11,BSG_21,BSG_25,7784,CAR3,CUST3
94,19/05/2023 13:21:45,19/05/2023 13:36:10,BSG_21,BSG_26,7353,CAR3,CUST3
95,19/05/2023 13:21:46,19/05/2023 13:36:05,BSG_21,BSG_27,7352,CAR3,CUST3
96,19/05/2023 13:21:47,19/05/2023 13:35:14,BSG_21,BSG_28,6882,CAR3,CUST3
97,19/05/2023 13:21:48,19/05/2023 13:36:44,BSG_21,BSG_29,7410,CAR3,CUST3
98,19/05/2023 13:21:49,19/05/2023 13:36:57,BSG_21,BSG_30,6928,CAR3,CUST3
99,19/05/2023 13:21:50,19/05/2023 13:47:37,BSG_22,BSG_21,18348,CAR3,CUST3
100,19/05/2023 13:21:51,19/05/2023 13:42:54,BSG_22,BSG_23,11738,CAR3,CUST3
101,19/05/2023 13:21:52,19/05/2023 13:45:41,BSG_22,BSG_24,15052,CAR3,CUST3
102,19/05/2023 13:21:53,19/05/2023 13:46:50,BSG_22,BSG_25,15525,CAR3,CUST3
103,19/05/2023 13:21:54,19/05/2023 13:45:49,BSG_22,BSG_26,15095,CAR3,CUST3
104,19/05/2023 13:21:55,19/05/2023 13:45:44,BSG_22,BSG_27,15093,CAR3,CUST3
105,19/05/2023 13:21:56,19/05/2023 13:43:27,BSG_22,BSG_28,14253,CAR3,CUST3
106,19/05/2023 13:21:57,19/05/2023 13:46:28,BSG_22,BSG_29,15243,CAR3,CUST3
107,19/05/2023 13:21:58,19/05/2023 13:48:08,BSG_22,BSG_30,16395,CAR3,CUST3
108,19/05/2023 13:21:59,19/05/2023 13:43:10,BSG_23,BSG_21,13638,CAR3,CUST3
109,19/05/2023 13:22:00,19/05/2023 13:46:22,BSG_23,BSG_22,11885,CAR3,CUST3
110,19/05/2023 13:22:00,19/05/2023 13:35:58,BSG_23,BSG_24,7900,CAR3,CUST3
111,19/05/2023 13:22:01,19/05/2023 13:37:08,BSG_23,BSG_25,8374,CAR3,CUST3
112,19/05/2023 13:22:02,19/05/2023 13:36:07,BSG_23,BSG_26,7943,CAR3,CUST3
113,19/05/2023 13:22:03,19/05/2023 13:36:02,BSG_23,BSG_27,7942,CAR3,CUST3
114,19/05/2023 13:22:04,19/05/2023 13:34:59,BSG_23,BSG_28,7366,CAR3,CUST3
115,19/05/2023 13:22:05,19/05/2023 13:37:18,BSG_23,BSG_29,8393,CAR3,CUST3
116,19/05/2023 13:22:06,19/05/2023 13:38:28,BSG_23,BSG_30,9864,CAR3,CUST3
117,19/05/2023 13:22:07,19/05/2023 13:34:47,BSG_24,BSG_21,6499,CAR3,CUST3
118,19/05/2023 13:22:08,19/05/2023 13:47:48,BSG_24,BSG_22,15509,CAR3,CUST3
119,19/05/2023 13:22:08,19/05/2023 13:36:11,BSG_24,BSG_23,8945,CAR3,CUST3
120,19/05/2023 13:22:09,19/05/2023 13:24:10,BSG_24,BSG_25,772,CAR3,CUST3
121,19/05/2023 13:22:10,19/05/2023 13:22:17,BSG_24,BSG_26,44,CAR3,CUST3
122,19/05/2023 13:22:11,19/05/2023 13:23:09,BSG_24,BSG_27,368,CAR3,CUST3
123,19/05/2023 13:22:12,19/05/2023 13:24:29,BSG_24,BSG_28,1059,CAR3,CUST3
124,19/05/2023 13:22:13,19/05/2023 13:23:31,BSG_24,BSG_29,407,CAR3,CUST3
125,19/05/2023 13:22:14,19/05/2023 13:25:20,BSG_24,BSG_30,1559,CAR3,CUST3
126,19/05/2023 13:22:15,19/05/2023 13:35:16,BSG_25,BSG_21,6640,CAR3,CUST3
127,19/05/2023 13:22:16,19/05/2023 13:48:18,BSG_25,BSG_22,15650,CAR3,CUST3
128,19/05/2023 13:22:16,19/05/2023 13:36:40,BSG_25,BSG_23,9086,CAR3,CUST3
129,19/05/2023 13:22:17,19/05/2023 13:22:39,BSG_25,BSG_24,141,CAR3,CUST3
130,19/05/2023 13:22:18,19/05/2023 13:22:46,BSG_25,BSG_26,184,CAR3,CUST3
131,19/05/2023 13:22:19,19/05/2023 13:22:50,BSG_25,BSG_27,183,CAR3,CUST3
132,19/05/2023 13:22:20,19/05/2023 13:25:11,BSG_25,BSG_28,1269,CAR3,CUST3
133,19/05/2023 13:22:21,19/05/2023 13:24:00,BSG_25,BSG_29,547,CAR3,CUST3
134,19/05/2023 13:22:22,19/05/2023 13:25:48,BSG_25,BSG_30,1720,CAR3,CUST3
135,19/05/2023 13:22:23,19/05/2023 13:34:56,BSG_26,BSG_21,6456,CAR3,CUST3
136,19/05/2023 13:22:24,19/05/2023 13:47:58,BSG_26,BSG_22,15466,CAR3,CUST3
137,19/05/2023 13:22:25,19/05/2023 13:36:22,BSG_26,BSG_23,8902,CAR3,CUST3
138,19/05/2023 13:22:25,19/05/2023 13:24:41,BSG_26,BSG_24,869,CAR3,CUST3
139,19/05/2023 13:22:26,19/05/2023 13:24:21,BSG_26,BSG_25,728,CAR3,CUST3
140,19/05/2023 13:22:27,19/05/2023 13:24:52,BSG_26,BSG_27,911,CAR3,CUST3
141,19/05/2023 13:22:28,19/05/2023 13:24:36,BSG_26,BSG_28,1029,CAR3,CUST3
142,19/05/2023 13:22:29,19/05/2023 13:23:41,BSG_26,BSG_29,363,CAR3,CUST3
143,19/05/2023 13:22:30,19/05/2023 13:25:29,BSG_26,BSG_30,1515,CAR3,CUST3
144,19/05/2023 13:22:31,19/05/2023 13:36:05,BSG_27,BSG_21,6927,CAR3,CUST3
145,19/05/2023 13:22:32,19/05/2023 13:49:13,BSG_27,BSG_22,16059,CAR3,CUST3
146,19/05/2023 13:22:33,19/05/2023 13:36:54,BSG_27,BSG_23,8995,CAR3,CUST3
147,19/05/2023 13:22:33,19/05/2023 13:24:03,BSG_27,BSG_24,573,CAR3,CUST3
148,19/05/2023 13:22:34,19/05/2023 13:23:43,BSG_27,BSG_25,433,CAR3,CUST3
149,19/05/2023 13:22:35,19/05/2023 13:24:11,BSG_27,BSG_26,616,CAR3,CUST3
150,19/05/2023 13:22:36,19/05/2023 13:25:56,BSG_27,BSG_28,1624,CAR3,CUST3
151,19/05/2023 13:22:37,19/05/2023 13:25:03,BSG_27,BSG_29,957,CAR3,CUST3
152,19/05/2023 13:22:38,19/05/2023 13:25:34,BSG_27,BSG_30,1537,CAR3,CUST3
153,19/05/2023 13:22:39,19/05/2023 13:35:08,BSG_28,BSG_21,6475,CAR3,CUST3
154,19/05/2023 13:22:40,19/05/2023 13:46:41,BSG_28,BSG_22,15135,CAR3,CUST3
155,19/05/2023 13:22:41,19/05/2023 13:36:22,BSG_28,BSG_23,8109,CAR3,CUST3
156,19/05/2023 13:22:42,19/05/2023 13:23:36,BSG_28,BSG_24,438,CAR3,CUST3
157,19/05/2023 13:22:43,19/05/2023 13:24:33,BSG_28,BSG_25,843,CAR3,CUST3
158,19/05/2023 13:22:43,19/05/2023 13:24:05,BSG_28,BSG_26,653,CAR3,CUST3
159,19/05/2023 13:22:44,19/05/2023 13:23:37,BSG_28,BSG_27,465,CAR3,CUST3
160,19/05/2023 13:22:45,19/05/2023 13:24:50,BSG_28,BSG_29,821,CAR3,CUST3
161,19/05/2023 13:22:46,19/05/2023 13:27:02,BSG_28,BSG_30,2251,CAR3,CUST3
162,19/05/2023 13:22:47,19/05/2023 13:36:23,BSG_29,BSG_21,6698,CAR3,CUST3
163,19/05/2023 13:22:48,19/05/2023 13:49:25,BSG_29,BSG_22,15707,CAR3,CUST3
164,19/05/2023 13:22:49,19/05/2023 13:37:48,BSG_29,BSG_23,9144,CAR3,CUST3
165,19/05/2023 13:22:50,19/05/2023 13:26:00,BSG_29,BSG_24,1111,CAR3,CUST3
166,19/05/2023 13:22:51,19/05/2023 13:25:40,BSG_29,BSG_25,970,CAR3,CUST3
167,19/05/2023 13:22:52,19/05/2023 13:26:09,BSG_29,BSG_26,1154,CAR3,CUST3
168,19/05/2023 13:22:53,19/05/2023 13:26:12,BSG_29,BSG_27,1152,CAR3,CUST3
169,19/05/2023 13:22:53,19/05/2023 13:26:01,BSG_29,BSG_28,1243,CAR3,CUST3
170,19/05/2023 13:22:54,19/05/2023 13:26:48,BSG_29,BSG_30,1757,CAR3,CUST3
171,19/05/2023 13:22:55,19/05/2023 13:37:06,BSG_30,BSG_21,7347,CAR3,CUST3
172,19/05/2023 13:22:56,19/05/2023 13:50:02,BSG_30,BSG_22,17898,CAR3,CUST3
173,19/05/2023 13:22:57,19/05/2023 13:39:52,BSG_30,BSG_23,11098,CAR3,CUST3
174,19/05/2023 13:22:58,19/05/2023 13:27:57,BSG_30,BSG_24,2351,CAR3,CUST3
175,19/05/2023 13:22:59,19/05/2023 13:27:37,BSG_30,BSG_25,2210,CAR3,CUST3
176,19/05/2023 13:23:00,19/05/2023 13:28:05,BSG_30,BSG_26,2394,CAR3,CUST3
177,19/05/2023 13:23:01,19/05/2023 13:28:09,BSG_30,BSG_27,2393,CAR3,CUST3
178,19/05/2023 13:23:02,19/05/2023 13:27:53,BSG_30,BSG_28,2472,CAR3,CUST3
179,19/05/2023 13:23:02,19/05/2023 13:27:48,BSG_30,BSG_29,2202,CAR3,CUST3
180,19/05/2023 13:24:09,19/05/2023 13:25:09,BSG_31,BSG_32,402,CAR4,CUST4
181,19/05/2023 13:24:10,19/05/2023 13:27:25,BSG_31,BSG_33,1451,CAR4,CUST4
182,19/05/2023 13:24:10,19/05/2023 13:24:34,BSG_31,BSG_34,158,CAR4,CUST4
183,19/05/2023 13:24:20,19/05/2023 13:26:34,BSG_31,BSG_35,1019,CAR4,CUST4
184,19/05/2023 13:24:21,19/05/2023 13:25:53,BSG_31,BSG_36,501,CAR4,CUST4
185,19/05/2023 13:24:21,19/05/2023 13:26:31,BSG_31,BSG_37,1065,CAR4,CUST4
186,19/05/2023 13:24:22,19/05/2023 13:45:37,BSG_31,BSG_38,14212,CAR4,CUST4
